''''recordId,surveyId,district,enumeratorId,surveyDate,age,gender,education,employmentStatus,householdSize,weeklyHours,monthlyIncome,_plantedAnomaly,_plantedFlags
REC_00244,PLFS_2026,Madurai,E103,2026-07-01,47,Female,Below Primary,Employed,2,49,9891,False,
REC_00245,PLFS_2026,Madurai,E105,2026-07-01,22,Female,Secondary,Self-Employed,3,37,20846,False,
REC_00246,PLFS_2026,Salem,E106,2026-07-01,47,Male,Below Primary,Unemployed,1,0,0,False,
REC_00247,PLFS_2026,Trichy,E101,2026-07-01,32,Female,Post Graduate,Self-Employed,4,43,33517,False,
REC_00248,PLFS_2026,Trichy,E102,2026-07-01,53,Male,Secondary,Unemployed,1,0,0,False,
REC_00249,PLFS_2026,Chennai,E107,2026-07-01,37,Male,Post Graduate,Employed,3,57,28644,False,
REC_00250,PLFS_2026,Madurai,E103,2026-07-01,38,Female,Graduate,Self-Employed,4,32,22848,False,
REC_00251,PLFS_2026,Madurai,E106,2026-07-01,36,Female,Post Graduate,Employed,2,38,35341,False,
REC_00252,PLFS_2026,Madurai,E105,2026-07-01,45,Male,Secondary,Employed,3,53,14408,False,
REC_00253,PLFS_2026,Salem,E108,2026-07-01,22,Female,Higher Secondary,Employed,6,39,16231,False,
REC_00254,PLFS_2026,Coimbatore,E107,2026-07-01,18,Female,Graduate,Employed,5,42,26579,False,
REC_00255,PLFS_2026,Coimbatore,E107,2026-07-01,36,Female,Higher Secondary,Self-Employed,5,43,32313,False,
REC_00256,PLFS_2026,Salem,E104,2026-07-01,39,Female,Higher Secondary,Employed,5,51,21839,False,
REC_00257,PLFS_2026,Trichy,E107,2026-07-01,30,Male,Graduate,Employed,4,49,24793,False,
REC_00258,PLFS_2026,Salem,E103,2026-07-01,39,Female,Higher Secondary,Employed,5,61,25759,False,
REC_00259,PLFS_2026,Trichy,E101,2026-07-01,60,Female,Post Graduate,Employed,3,50,48172,False,
REC_00260,PLFS_2026,Salem,E103,2026-07-01,27,Male,Higher Secondary,Self-Employed,3,58,17709,False,
REC_00261,PLFS_2026,Salem,E107,2026-07-01,21,Female,Secondary,Employed,5,54,19555,False,
REC_00262,PLFS_2026,Madurai,E101,2026-07-01,37,Female,Secondary,Employed,3,47,23687,False,
REC_00263,PLFS_2026,Trichy,E102,2026-07-01,40,Female,Below Primary,Self-Employed,6,37,11952,False,
REC_00264,PLFS_2026,Salem,E104,2026-07-01,33,Male,Graduate,Self-Employed,2,43,30337,False,
REC_00265,PLFS_2026,Salem,E106,2026-07-01,44,Male,Below Primary,Employed,6,48,14760,False,
REC_00266,PLFS_2026,Coimbatore,E104,2026-07-01,38,Male,Below Primary,Employed,6,64,13274,False,
REC_00267,PLFS_2026,Chennai,E108,2026-07-01,26,Female,Secondary,Employed,3,47,19643,False,
REC_00268,PLFS_2026,Chennai,E102,2026-07-01,46,Male,Post Graduate,Employed,4,45,33164,False,
REC_00269,PLFS_2026,Madurai,E104,2026-07-01,42,Female,Secondary,Employed,6,53,19924,False,
REC_00270,PLFS_2026,Trichy,E108,2026-07-01,50,Female,Below Primary,Employed,3,40,10205,False,
REC_00271,PLFS_2026,Madurai,E103,2026-07-01,36,Male,Post Graduate,Employed,3,54,34387,False,
REC_00272,PLFS_2026,Salem,E103,2026-07-01,28,Female,Graduate,Employed,6,41,28859,False,
REC_00273,PLFS_2026,Trichy,E107,2026-07-01,43,Female,Graduate,Employed,2,54,31567,False,
REC_00274,PLFS_2026,Coimbatore,E101,2026-07-01,56,Male,Higher Secondary,Self-Employed,3,45,22173,False,
REC_00275,PLFS_2026,Coimbatore,E102,2026-07-01,41,Male,Below Primary,Employed,2,45,56515,True,planted_income_spike
REC_00276,PLFS_2026,Madurai,E103,2026-07-01,42,Male,Higher Secondary,Employed,1,30,25601,False,
REC_00277,PLFS_2026,Madurai,E102,2026-07-01,31,Male,Post Graduate,Unemployed,2,0,0,False,
REC_00278,PLFS_2026,Chennai,E104,2026-07-01,48,Male,Graduate,Self-Employed,3,66,24614,False,
REC_00279,PLFS_2026,Chennai,E104,2026-07-01,58,Female,Post Graduate,Employed,3,31,41669,False,
REC_00280,PLFS_2026,Madurai,E107,2026-07-01,41,Male,Post Graduate,Unemployed,2,0,0,False,
REC_00281,PLFS_2026,Trichy,E108,2026-07-01,42,Female,Secondary,Unemployed,1,0,0,False,
REC_00282,PLFS_2026,Trichy,E106,2026-07-01,22,Male,Secondary,Employed,5,44,22378,False,
REC_00283,PLFS_2026,Madurai,E108,2026-07-01,43,Male,Post Graduate,Unemployed,3,0,0,False,
REC_00284,PLFS_2026,Madurai,E101,2026-07-01,33,Female,Secondary,Self-Employed,2,49,17479,False,
REC_00285,PLFS_2026,Madurai,E103,2026-07-01,38,Female,Below Primary,Employed,5,44,12036,False,
REC_00286,PLFS_2026,Chennai,E108,2026-07-01,30,Male,Post Graduate,Self-Employed,4,47,44845,False,
REC_00287,PLFS_2026,Chennai,E103,2026-07-01,31,Female,Below Primary,Self-Employed,3,51,12605,False,
REC_00288,PLFS_2026,Madurai,E104,2026-07-01,27,Male,Below Primary,Employed,5,31,13882,False,
REC_00289,PLFS_2026,Madurai,E107,2026-07-01,22,Male,Post Graduate,Unemployed,6,0,0,False,
REC_00290,PLFS_2026,Madurai,E102,2026-07-01,37,Female,Higher Secondary,Employed,3,46,24780,False,
REC_00291,PLFS_2026,Salem,E107,2026-07-01,27,Female,Graduate,Self-Employed,2,50,18438,False,
REC_00292,PLFS_2026,Madurai,E103,2026-07-01,30,Male,Secondary,Employed,7,37,22132,False,
REC_00293,PLFS_2026,Madurai,E101,2026-07-01,30,Female,Higher Secondary,Self-Employed,4,50,26967,False,
REC_00294,PLFS_2026,Salem,E103,2026-07-01,35,Male,Secondary,Unemployed,6,0,0,False,
REC_00295,PLFS_2026,Salem,E107,2026-07-01,40,Male,Post Graduate,Self-Employed,2,108,39227,True,planted_hours_spike
REC_00296,PLFS_2026,Salem,E101,2026-07-01,32,Male,Graduate,Self-Employed,7,38,34604,False,
REC_00297,PLFS_2026,Madurai,E102,2026-07-01,48,Male,Higher Secondary,Employed,3,112,18619,True,planted_hours_spike
REC_00298,PLFS_2026,Chennai,E104,2026-07-01,31,Female,Secondary,Self-Employed,1,102,12663,True,planted_hours_spike
REC_00299,PLFS_2026,Trichy,E106,2026-07-01,54,Male,Secondary,Self-Employed,4,51,20119,False,
REC_00300,PLFS_2026,Madurai,E107,2026-07-01,40,Female,Graduate,Employed,5,40,28597,False,
REC_00301,PLFS_2026,Coimbatore,E106,2026-07-01,46,Female,Graduate,Employed,2,69,28159,False,
REC_00302,PLFS_2026,Salem,E105,2026-07-01,39,Male,Below Primary,Employed,5,52,12091,False,
REC_00303,PLFS_2026,Coimbatore,E105,2026-07-01,39,Female,Higher Secondary,Employed,2,40,24275,False,
REC_00304,PLFS_2026,Chennai,E102,2026-07-01,43,Male,Post Graduate,Employed,5,44,27456,False,
REC_00305,PLFS_2026,Trichy,E108,2026-07-01,50,Male,Below Primary,Employed,5,52,11607,False,
REC_00306,PLFS_2026,Chennai,E103,2026-07-01,50,Male,Graduate,Self-Employed,8,109,84834,True,planted_combo_anomaly
REC_00307,PLFS_2026,Coimbatore,E102,2026-07-01,30,Male,Secondary,Employed,4,109,69479,True,planted_combo_anomaly
REC_00308,PLFS_2026,Coimbatore,E108,2026-07-01,42,Female,Below Primary,Employed,5,55,14075,False,
REC_00309,PLFS_2026,Trichy,E108,2026-07-01,18,Male,Graduate,Employed,5,50,29433,False,
REC_00310,PLFS_2026,Coimbatore,E104,2026-07-01,18,Male,Secondary,Employed,2,35,10745,False,
REC_00311,PLFS_2026,Coimbatore,E101,2026-07-01,37,Female,Post Graduate,Employed,2,66,36717,False,
REC_00312,PLFS_2026,Madurai,E104,2026-07-01,53,Female,Secondary,Employed,1,40,18348,False,
REC_00313,PLFS_2026,Chennai,E107,2026-07-01,27,Male,Below Primary,Self-Employed,3,43,11438,False,
REC_00314,PLFS_2026,Trichy,E106,2026-07-01,60,Male,Secondary,Employed,4,48,19942,False,
REC_00315,PLFS_2026,Chennai,E102,2026-07-01,45,Female,Graduate,Self-Employed,3,113,28934,True,planted_hours_spike
REC_00316,PLFS_2026,Trichy,E108,2026-07-01,51,Female,Graduate,Employed,5,43,32299,False,
REC_00317,PLFS_2026,Chennai,E101,2026-07-01,35,Female,Graduate,Employed,4,41,26982,False,
REC_00318,PLFS_2026,Trichy,E107,2026-07-01,54,Female,Post Graduate,Employed,4,46,27001,False,
REC_00319,PLFS_2026,Coimbatore,E105,2026-07-01,34,Male,Graduate,Self-Employed,3,97,28121,True,planted_hours_spike
REC_00320,PLFS_2026,Salem,E106,2026-07-01,32,Female,Secondary,Employed,4,96,61941,True,planted_combo_anomaly
REC_00321,PLFS_2026,Chennai,E107,2026-07-01,33,Female,Post Graduate,Employed,4,54,39951,False,
REC_00322,PLFS_2026,Coimbatore,E108,2026-07-01,30,Female,Secondary,Employed,4,58,21300,False,
REC_00323,PLFS_2026,Coimbatore,E104,2026-07-01,44,Female,Post Graduate,Employed,4,56,150028,True,planted_income_spike
REC_00324,PLFS_2026,Salem,E102,2026-07-01,44,Female,Secondary,Employed,5,36,107435,True,planted_income_spike
REC_00325,PLFS_2026,Salem,E105,2026-07-01,39,Female,Post Graduate,Employed,4,40,44276,False,
REC_00326,PLFS_2026,Salem,E107,2026-07-01,18,Male,Higher Secondary,Self-Employed,3,41,14800,False,
REC_00327,PLFS_2026,Salem,E105,2026-07-01,55,Female,Higher Secondary,Self-Employed,2,40,25995,False,
REC_00328,PLFS_2026,Salem,E102,2026-07-01,45,Male,Post Graduate,Employed,2,50,40202,False,
REC_00329,PLFS_2026,Salem,E105,2026-07-01,65,Female,Secondary,Employed,4,43,14916,False,
REC_00330,PLFS_2026,Salem,E107,2026-07-01,29,Male,Secondary,Employed,2,55,18064,False,
REC_00331,PLFS_2026,Trichy,E106,2026-07-01,44,Male,Post Graduate,Unemployed,5,0,0,False,
REC_00332,PLFS_2026,Madurai,E105,2026-07-01,38,Male,Below Primary,Self-Employed,4,38,10187,False,
REC_00333,PLFS_2026,Trichy,E108,2026-07-01,43,Male,Below Primary,Self-Employed,7,53,15037,False,
REC_00334,PLFS_2026,Chennai,E108,2026-07-01,35,Female,Secondary,Employed,3,38,16242,False,
REC_00335,PLFS_2026,Coimbatore,E106,2026-07-01,18,Male,Secondary,Employed,3,40,17368,False,
REC_00336,PLFS_2026,Chennai,E101,2026-07-01,39,Female,Higher Secondary,Employed,4,44,19441,False,
REC_00337,PLFS_2026,Chennai,E103,2026-07-01,18,Male,Post Graduate,Employed,3,37,41542,False,
REC_00338,PLFS_2026,Chennai,E103,2026-07-01,48,Female,Below Primary,Employed,5,51,11679,False,
REC_00339,PLFS_2026,Chennai,E104,2026-07-01,31,Female,Higher Secondary,Self-Employed,3,32,26364,False,
REC_00340,PLFS_2026,Salem,E107,2026-07-01,35,Female,Graduate,Self-Employed,2,38,23144,False,
REC_00341,PLFS_2026,Trichy,E107,2026-07-01,38,Male,Post Graduate,Unemployed,5,0,0,False,
REC_00342,PLFS_2026,Chennai,E105,2026-07-01,35,Female,Secondary,Employed,3,43,15741,False,
REC_00343,PLFS_2026,Salem,E107,2026-07-01,40,Male,Below Primary,Employed,4,44,12990,False,
REC_00344,PLFS_2026,Trichy,E106,2026-07-01,32,Male,Higher Secondary,Self-Employed,3,56,122584,True,planted_income_spike
REC_00345,PLFS_2026,Madurai,E103,2026-07-01,47,Male,Secondary,Employed,5,106,21342,True,planted_hours_spike
REC_00346,PLFS_2026,Salem,E107,2026-07-01,19,Male,Below Primary,Employed,4,43,16026,False,
REC_00347,PLFS_2026,Coimbatore,E107,2026-07-01,49,Female,Post Graduate,Self-Employed,3,47,39274,False,
REC_00348,PLFS_2026,Chennai,E106,2026-07-01,43,Male,Post Graduate,Self-Employed,2,47,36266,False,
REC_00349,PLFS_2026,Coimbatore,E101,2026-07-01,41,Male,Graduate,Employed,3,40,34573,False,
REC_00350,PLFS_2026,Salem,E102,2026-07-01,25,Male,Higher Secondary,Employed,2,98,18603,True,planted_hours_spike
REC_00351,PLFS_2026,Madurai,E104,2026-07-01,27,Female,Below Primary,Employed,4,32,9580,False,
REC_00352,PLFS_2026,Trichy,E105,2026-07-01,62,Female,Secondary,Employed,4,39,19505,False,
REC_00353,PLFS_2026,Salem,E103,2026-07-01,44,Male,Post Graduate,Self-Employed,5,43,45421,False,
REC_00354,PLFS_2026,Trichy,E104,2026-07-01,18,Male,Secondary,Employed,2,96,89694,True,planted_combo_anomaly
REC_00355,PLFS_2026,Madurai,E101,2026-07-01,27,Male,Secondary,Employed,4,40,17002,False,
REC_00356,PLFS_2026,Coimbatore,E108,2026-07-01,50,Female,Graduate,Employed,5,37,22079,False,
REC_00357,PLFS_2026,Chennai,E108,2026-07-01,33,Male,Graduate,Unemployed,3,0,0,False,
REC_00358,PLFS_2026,Salem,E106,2026-07-01,42,Male,Secondary,Employed,4,34,22202,False,
REC_00359,PLFS_2026,Salem,E104,2026-07-01,18,Male,Secondary,Unemployed,5,105,81704,True,planted_combo_anomaly
REC_00360,PLFS_2026,Madurai,E104,2026-07-01,53,Female,Secondary,Employed,3,92,64656,True,planted_combo_anomaly
REC_00361,PLFS_2026,Trichy,E101,2026-07-01,65,Male,Secondary,Unemployed,5,0,0,False,
REC_00362,PLFS_2026,Madurai,E105,2026-07-01,39,Female,Below Primary,Employed,2,98,45926,True,planted_combo_anomaly
REC_00363,PLFS_2026,Trichy,E108,2026-07-01,24,Male,Graduate,Unemployed,4,0,0,False,
REC_00364,PLFS_2026,Coimbatore,E106,2026-07-01,27,Male,Higher Secondary,Employed,4,51,21766,False,
REC_00365,PLFS_2026,Salem,E104,2026-07-01,33,Female,Secondary,Self-Employed,4,50,14014,False,
REC_00366,PLFS_2026,Coimbatore,E103,2026-07-01,41,Male,Secondary,Employed,5,49,18207,False,
REC_00367,PLFS_2026,Trichy,E101,2026-07-01,45,Female,Graduate,Employed,4,51,16665,False,
REC_00368,PLFS_2026,Trichy,E105,2026-07-01,19,Male,Secondary,Employed,5,32,19445,False,
REC_00369,PLFS_2026,Madurai,E108,2026-07-01,33,Male,Secondary,Employed,2,47,18723,False,
REC_00370,PLFS_2026,Chennai,E102,2026-07-01,63,Female,Post Graduate,Employed,3,112,140345,True,planted_combo_anomaly
REC_00371,PLFS_2026,Trichy,E107,2026-07-01,30,Male,Below Primary,Employed,5,49,12086,False,
REC_00372,PLFS_2026,Chennai,E108,2026-07-01,41,Male,Secondary,Employed,3,38,20733,False,
REC_00373,PLFS_2026,Salem,E102,2026-07-01,35,Female,Higher Secondary,Employed,3,47,23167,False,
REC_00374,PLFS_2026,Salem,E102,2026-07-01,20,Male,Graduate,Self-Employed,5,97,98253,True,planted_combo_anomaly
REC_00375,PLFS_2026,Trichy,E108,2026-07-01,43,Male,Higher Secondary,Self-Employed,4,51,24367,False,
REC_00376,PLFS_2026,Madurai,E103,2026-07-01,46,Male,Graduate,Unemployed,5,0,0,False,
REC_00377,PLFS_2026,Salem,E107,2026-07-01,24,Male,Secondary,Unemployed,6,0,0,False,
REC_00378,PLFS_2026,Chennai,E104,2026-07-01,18,Female,Higher Secondary,Employed,4,46,15333,False,
REC_00379,PLFS_2026,Chennai,E105,2026-07-01,43,Female,Post Graduate,Employed,3,66,33672,False,
REC_00380,PLFS_2026,Salem,E101,2026-07-01,32,Male,Secondary,Employed,2,55,16658,False,
REC_00381,PLFS_2026,Salem,E107,2026-07-01,29,Female,Below Primary,Unemployed,4,0,0,False,
REC_00382,PLFS_2026,Salem,E104,2026-07-01,59,Female,Graduate,Employed,4,50,32872,False,
REC_00383,PLFS_2026,Madurai,E107,2026-07-01,58,Male,Secondary,Self-Employed,5,48,21254,False,
REC_00384,PLFS_2026,Trichy,E106,2026-07-01,27,Female,Secondary,Employed,5,36,16678,False,
REC_00385,PLFS_2026,Coimbatore,E108,2026-07-01,18,Female,Post Graduate,Employed,4,100,46444,True,planted_hours_spike
REC_00386,PLFS_2026,Coimbatore,E106,2026-07-01,42,Male,Below Primary,Unemployed,5,95,53403,True,planted_combo_anomaly
REC_00387,PLFS_2026,Madurai,E105,2026-07-01,63,Female,Graduate,Employed,4,51,28949,False,
REC_00388,PLFS_2026,Madurai,E106,2026-07-01,31,Female,Secondary,Employed,4,32,16496,False,
REC_00389,PLFS_2026,Coimbatore,E103,2026-07-01,18,Female,Secondary,Employed,3,99,19819,True,planted_hours_spike
REC_00390,PLFS_2026,Salem,E105,2026-07-01,38,Male,Post Graduate,Employed,4,29,35168,False,
REC_00391,PLFS_2026,Madurai,E104,2026-07-01,29,Male,Post Graduate,Self-Employed,3,49,31460,False,
REC_00392,PLFS_2026,Chennai,E101,2026-07-01,30,Male,Secondary,Employed,1,42,14083,False,
REC_00393,PLFS_2026,Chennai,E103,2026-07-01,38,Male,Secondary,Self-Employed,2,45,17479,False,
REC_00394,PLFS_2026,Salem,E105,2026-07-01,58,Male,Higher Secondary,Employed,4,30,16434,False,
REC_00395,PLFS_2026,Coimbatore,E107,2026-07-01,38,Female,Below Primary,Employed,2,21,15238,False,
REC_00396,PLFS_2026,Trichy,E102,2026-07-01,46,Male,Graduate,Employed,4,103,30394,True,planted_hours_spike
REC_00397,PLFS_2026,Chennai,E101,2026-07-01,29,Male,Post Graduate,Self-Employed,4,37,49523,False,
REC_00398,PLFS_2026,Coimbatore,E108,2026-07-01,19,Female,Post Graduate,Employed,5,45,34280,False,
REC_00399,PLFS_2026,Coimbatore,E107,2026-07-01,40,Female,Below Primary,Employed,4,55,12751,False,
REC_00400,PLFS_2026,Madurai,E104,2026-07-01,27,Male,Below Primary,Unemployed,4,0,0,False,
REC_00401,PLFS_2026,Coimbatore,E103,2026-07-01,48,Male,Higher Secondary,Unemployed,5,0,92637,True,planted_income_spike
REC_00402,PLFS_2026,Trichy,E105,2026-07-01,32,Male,Higher Secondary,Unemployed,2,0,0,False,
REC_00403,PLFS_2026,Trichy,E102,2026-07-01,25,Female,Secondary,Self-Employed,3,64,18490,False,
REC_00404,PLFS_2026,Coimbatore,E105,2026-07-01,42,Male,Post Graduate,Unemployed,2,0,0,False,
REC_00405,PLFS_2026,Chennai,E101,2026-07-01,55,Female,Graduate,Employed,4,95,122538,True,planted_combo_anomaly
REC_00406,PLFS_2026,Chennai,E101,2026-07-01,30,Male,Secondary,Employed,5,39,87478,True,planted_income_spike
REC_00407,PLFS_2026,Madurai,E102,2026-07-01,43,Female,Secondary,Employed,1,107,86369,True,planted_combo_anomaly
REC_00408,PLFS_2026,Chennai,E106,2026-07-01,51,Male,Graduate,Self-Employed,3,27,30104,False,
REC_00409,PLFS_2026,Trichy,E103,2026-07-01,31,Male,Below Primary,Employed,2,58,12257,False,
REC_00410,PLFS_2026,Trichy,E107,2026-07-01,34,Female,Graduate,Self-Employed,3,32,20694,False,
REC_00411,PLFS_2026,Madurai,E103,2026-07-01,53,Male,Post Graduate,Unemployed,3,0,0,False,
REC_00412,PLFS_2026,Coimbatore,E104,2026-07-01,22,Male,Post Graduate,Employed,4,48,51325,False,
REC_00413,PLFS_2026,Chennai,E107,2026-07-01,54,Female,Below Primary,Employed,3,48,11240,False,
REC_00414,PLFS_2026,Trichy,E105,2026-07-01,62,Male,Below Primary,Self-Employed,5,46,12480,False,
REC_00415,PLFS_2026,Madurai,E103,2026-07-01,55,Male,Secondary,Self-Employed,4,57,10102,False,
REC_00416,PLFS_2026,Trichy,E103,2026-07-01,43,Male,Higher Secondary,Self-Employed,3,59,28804,False,
REC_00417,PLFS_2026,Coimbatore,E102,2026-07-01,38,Male,Graduate,Self-Employed,5,59,28416,False,
REC_00418,PLFS_2026,Coimbatore,E108,2026-07-01,65,Female,Higher Secondary,Self-Employed,3,43,25809,False,
REC_00419,PLFS_2026,Madurai,E101,2026-07-01,33,Male,Higher Secondary,Employed,4,56,22084,False,
REC_00420,PLFS_2026,Chennai,E103,2026-07-01,18,Female,Graduate,Employed,4,39,32845,False,
REC_00421,PLFS_2026,Trichy,E102,2026-07-01,46,Male,Post Graduate,Unemployed,5,0,0,False,
REC_00422,PLFS_2026,Salem,E108,2026-07-01,29,Male,Secondary,Unemployed,5,0,0,False,
REC_00423,PLFS_2026,Coimbatore,E106,2026-07-01,59,Female,Secondary,Unemployed,3,0,0,False,
REC_00424,PLFS_2026,Salem,E102,2026-07-01,46,Female,Post Graduate,Employed,5,37,41302,False,
REC_00425,PLFS_2026,Trichy,E103,2026-07-01,29,Male,Post Graduate,Employed,2,37,32293,False,
REC_00426,PLFS_2026,Coimbatore,E101,2026-07-01,44,Male,Post Graduate,Self-Employed,5,33,40674,False,
REC_00427,PLFS_2026,Chennai,E108,2026-07-01,23,Female,Secondary,Self-Employed,4,40,14215,False,
REC_00428,PLFS_2026,Coimbatore,E107,2026-07-01,47,Male,Graduate,Employed,3,42,15568,False,
REC_00429,PLFS_2026,Coimbatore,E108,2026-07-01,49,Female,Higher Secondary,Unemployed,5,111,0,True,planted_hours_spike
REC_00430,PLFS_2026,Trichy,E106,2026-07-01,52,Female,Graduate,Employed,3,41,40947,False,
REC_00431,PLFS_2026,Trichy,E104,2026-07-01,29,Female,Below Primary,Employed,4,49,12936,False,
REC_00432,PLFS_2026,Madurai,E105,2026-07-01,41,Female,Secondary,Employed,4,47,17813,False,
REC_00433,PLFS_2026,Trichy,E102,2026-07-01,56,Male,Higher Secondary,Employed,2,53,120578,True,planted_income_spike
REC_00434,PLFS_2026,Madurai,E107,2026-07-01,46,Female,Secondary,Employed,5,44,11271,False,
REC_00435,PLFS_2026,Chennai,E103,2026-07-01,37,Female,Below Primary,Employed,2,39,9018,False,
REC_00436,PLFS_2026,Salem,E101,2026-07-01,32,Male,Higher Secondary,Employed,3,117,25080,True,planted_hours_spike
REC_00437,PLFS_2026,Trichy,E102,2026-07-01,64,Male,Below Primary,Employed,4,129,11868,True,planted_hours_spike
REC_00438,PLFS_2026,Trichy,E104,2026-07-01,32,Female,Higher Secondary,Self-Employed,4,44,18299,False,
REC_00439,PLFS_2026,Chennai,E106,2026-07-01,58,Male,Below Primary,Employed,2,50,11757,False,
REC_00440,PLFS_2026,Coimbatore,E106,2026-07-01,60,Male,Below Primary,Unemployed,4,111,45369,True,planted_combo_anomaly
REC_00441,PLFS_2026,Coimbatore,E102,2026-07-01,38,Male,Below Primary,Self-Employed,2,38,7716,False,
REC_00442,PLFS_2026,Salem,E107,2026-07-01,26,Female,Post Graduate,Employed,4,47,22957,False,
REC_00443,PLFS_2026,Coimbatore,E105,2026-07-01,36,Female,Below Primary,Unemployed,4,0,0,False,
REC_00444,PLFS_2026,Trichy,E108,2026-07-01,33,Male,Below Primary,Employed,3,39,12417,False,
REC_00445,PLFS_2026,Madurai,E107,2026-07-01,65,Male,Below Primary,Employed,3,42,11875,False,
REC_00446,PLFS_2026,Salem,E105,2026-07-01,29,Female,Secondary,Unemployed,5,0,0,False,
REC_00447,PLFS_2026,Chennai,E107,2026-07-01,47,Female,Graduate,Employed,3,38,30468,False,
REC_00448,PLFS_2026,Coimbatore,E106,2026-07-01,48,Female,Secondary,Self-Employed,4,38,19642,False,
REC_00449,PLFS_2026,Madurai,E102,2026-07-01,33,Female,Graduate,Employed,4,56,13408,False,
REC_00450,PLFS_2026,Coimbatore,E103,2026-07-01,39,Male,Post Graduate,Employed,1,64,34442,False,
REC_00451,PLFS_2026,Madurai,E104,2026-07-01,46,Female,Graduate,Self-Employed,3,38,22836,False,
REC_00452,PLFS_2026,Salem,E108,2026-07-01,57,Female,Higher Secondary,Employed,5,60,22243,False,
REC_00453,PLFS_2026,Salem,E106,2026-07-01,41,Female,Higher Secondary,Employed,3,42,17415,False,
REC_00454,PLFS_2026,Madurai,E104,2026-07-01,39,Female,Below Primary,Self-Employed,2,48,12408,False,
REC_00455,PLFS_2026,Salem,E106,2026-07-01,41,Male,Below Primary,Employed,6,44,13816,False,
REC_00456,PLFS_2026,Trichy,E101,2026-07-01,62,Male,Graduate,Employed,5,54,164255,True,planted_income_spike
REC_00457,PLFS_2026,Chennai,E108,2026-07-01,40,Male,Graduate,Employed,2,48,29536,False,
REC_00458,PLFS_2026,Coimbatore,E105,2026-07-01,38,Male,Post Graduate,Employed,5,35,50424,False,
REC_00459,PLFS_2026,Salem,E106,2026-07-01,48,Male,Secondary,Employed,3,43,19730,False,
REC_00460,PLFS_2026,Salem,E103,2026-07-01,56,Female,Secondary,Unemployed,4,0,0,False,
REC_00461,PLFS_2026,Salem,E102,2026-07-01,59,Female,Graduate,Employed,3,44,36195,False,
REC_00462,PLFS_2026,Chennai,E108,2026-07-01,39,Female,Below Primary,Employed,5,37,11507,False,
REC_00463,PLFS_2026,Chennai,E106,2026-07-01,55,Male,Higher Secondary,Employed,3,43,23129,False,
REC_00464,PLFS_2026,Salem,E105,2026-07-01,26,Female,Secondary,Employed,3,45,18168,False,
REC_00465,PLFS_2026,Madurai,E105,2026-07-01,53,Female,Below Primary,Self-Employed,6,38,12267,False,
REC_00466,PLFS_2026,Coimbatore,E102,2026-07-01,46,Female,Secondary,Employed,5,50,19047,False,
REC_00467,PLFS_2026,Trichy,E104,2026-07-01,45,Male,Graduate,Employed,4,37,113557,True,planted_income_spike
REC_00468,PLFS_2026,Chennai,E104,2026-07-01,55,Male,Secondary,Employed,3,46,17126,False,
REC_00469,PLFS_2026,Trichy,E103,2026-07-01,18,Male,Post Graduate,Employed,4,47,34105,False,
REC_00470,PLFS_2026,Trichy,E103,2026-07-01,24,Male,Higher Secondary,Self-Employed,2,51,30679,False,
REC_00471,PLFS_2026,Coimbatore,E108,2026-07-01,54,Female,Secondary,Employed,2,51,15612,False,
REC_00472,PLFS_2026,Chennai,E106,2026-07-01,31,Female,Higher Secondary,Employed,3,50,26220,False,
REC_00473,PLFS_2026,Madurai,E106,2026-07-01,36,Female,Post Graduate,Employed,3,48,42316,False,
REC_00474,PLFS_2026,Trichy,E102,2026-07-01,52,Male,Higher Secondary,Employed,2,45,17300,False,
REC_00475,PLFS_2026,Coimbatore,E108,2026-07-01,37,Female,Secondary,Employed,3,44,15120,False,
REC_00476,PLFS_2026,Coimbatore,E102,2026-07-01,20,Male,Post Graduate,Unemployed,1,119,0,True,planted_hours_spike
REC_00477,PLFS_2026,Coimbatore,E105,2026-07-01,29,Male,Below Primary,Employed,5,38,15400,False,
REC_00478,PLFS_2026,Trichy,E106,2026-07-01,57,Male,Post Graduate,Self-Employed,1,45,34962,False,
REC_00479,PLFS_2026,Salem,E103,2026-07-01,18,Male,Post Graduate,Employed,2,51,53345,False,
REC_00480,PLFS_2026,Trichy,E105,2026-07-01,48,Male,Higher Secondary,Employed,4,44,29403,False,
REC_00481,PLFS_2026,Trichy,E105,2026-07-01,63,Female,Post Graduate,Employed,3,29,22053,False,
REC_00482,PLFS_2026,Madurai,E106,2026-07-01,53,Female,Higher Secondary,Unemployed,3,0,0,False,
REC_00483,PLFS_2026,Trichy,E106,2026-07-01,28,Male,Post Graduate,Unemployed,3,0,0,False,
REC_00484,PLFS_2026,Trichy,E101,2026-07-01,25,Male,Graduate,Unemployed,2,0,0,False,
REC_00485,PLFS_2026,Coimbatore,E102,2026-07-01,45,Female,Below Primary,Employed,2,128,10744,True,planted_hours_spike
REC_00486,PLFS_2026,Salem,E105,2026-07-01,27,Male,Higher Secondary,Self-Employed,4,71,25058,False,
REC_00487,PLFS_2026,Madurai,E107,2026-07-01,65,Male,Post Graduate,Self-Employed,4,39,40644,False,
REC_00488,PLFS_2026,Trichy,E102,2026-07-01,59,Male,Secondary,Employed,6,40,18911,False,
REC_00489,PLFS_2026,Salem,E107,2026-07-01,20,Male,Below Primary,Employed,5,57,12095,False,
