recordId,surveyId,district,enumeratorId,surveyDate,age,gender,education,employmentStatus,householdSize,weeklyHours,monthlyIncome,_plantedAnomaly,_plantedFlags
HIST_00698,PLFS_2026,Chennai,E107,2024-09-01,33,Female,Below Primary,Self-Employed,2,44,9963,False,
HIST_00699,PLFS_2026,Salem,E108,2025-04-01,44,Male,Higher Secondary,Self-Employed,1,42,23324,False,
HIST_00700,PLFS_2026,Madurai,E106,2025-05-01,40,Male,Below Primary,Employed,7,47,9590,False,
HIST_00701,PLFS_2026,Trichy,E101,2025-09-01,36,Male,Secondary,Unemployed,1,0,0,False,
HIST_00702,PLFS_2026,Madurai,E107,2024-04-01,48,Male,Post Graduate,Self-Employed,3,44,33169,False,
HIST_00703,PLFS_2026,Coimbatore,E102,2025-12-01,58,Male,Below Primary,Employed,3,59,13953,False,
HIST_00704,PLFS_2026,Salem,E101,2024-03-01,43,Male,Below Primary,Employed,4,48,7373,False,
HIST_00705,PLFS_2026,Salem,E102,2025-07-01,34,Male,Higher Secondary,Employed,5,44,15817,False,
HIST_00706,PLFS_2026,Coimbatore,E107,2025-02-01,37,Female,Below Primary,Employed,6,54,11851,False,
HIST_00707,PLFS_2026,Chennai,E101,2025-09-01,49,Male,Post Graduate,Employed,3,31,30974,False,
HIST_00708,PLFS_2026,Chennai,E106,2025-05-01,56,Male,Higher Secondary,Self-Employed,3,43,20680,False,
HIST_00709,PLFS_2026,Salem,E102,2024-10-01,60,Female,Graduate,Employed,6,62,27109,False,
HIST_00710,PLFS_2026,Chennai,E108,2024-06-01,41,Male,Secondary,Unemployed,2,0,0,False,
HIST_00711,PLFS_2026,Trichy,E105,2025-09-01,40,Male,Higher Secondary,Unemployed,2,0,0,False,
HIST_00712,PLFS_2026,Salem,E101,2025-06-01,30,Male,Below Primary,Employed,3,40,14000,False,
HIST_00713,PLFS_2026,Trichy,E107,2025-06-01,24,Male,Higher Secondary,Employed,4,54,19741,False,
HIST_00714,PLFS_2026,Salem,E104,2025-02-01,29,Male,Secondary,Employed,3,54,18698,False,
HIST_00715,PLFS_2026,Trichy,E105,2024-07-01,31,Male,Secondary,Unemployed,4,0,0,False,
HIST_00716,PLFS_2026,Trichy,E101,2025-06-01,42,Female,Post Graduate,Employed,3,38,31261,False,
HIST_00717,PLFS_2026,Chennai,E105,2024-04-01,44,Male,Post Graduate,Employed,5,39,41483,False,
HIST_00718,PLFS_2026,Salem,E106,2024-05-01,18,Male,Below Primary,Employed,3,44,9816,False,
HIST_00719,PLFS_2026,Chennai,E104,2024-11-01,26,Female,Graduate,Employed,3,47,26950,False,
HIST_00720,PLFS_2026,Salem,E103,2025-07-01,18,Female,Higher Secondary,Self-Employed,1,40,24013,False,
HIST_00721,PLFS_2026,Madurai,E101,2024-11-01,18,Male,Secondary,Unemployed,3,0,0,False,
HIST_00722,PLFS_2026,Coimbatore,E105,2024-12-01,33,Male,Higher Secondary,Self-Employed,4,46,12625,False,
HIST_00723,PLFS_2026,Coimbatore,E108,2024-12-01,47,Female,Graduate,Employed,4,49,49986,False,
HIST_00724,PLFS_2026,Madurai,E102,2024-09-01,18,Male,Post Graduate,Employed,6,42,40183,False,
HIST_00725,PLFS_2026,Chennai,E102,2024-01-01,37,Male,Post Graduate,Employed,3,40,40504,False,
HIST_00726,PLFS_2026,Trichy,E104,2024-02-01,19,Female,Post Graduate,Self-Employed,4,41,29411,False,
HIST_00727,PLFS_2026,Trichy,E108,2025-09-01,32,Male,Higher Secondary,Employed,5,40,23577,False,
HIST_00728,PLFS_2026,Trichy,E105,2024-05-01,29,Female,Post Graduate,Employed,4,50,52049,False,
HIST_00729,PLFS_2026,Coimbatore,E106,2025-05-01,35,Male,Secondary,Self-Employed,4,45,22665,False,
HIST_00730,PLFS_2026,Trichy,E103,2025-05-01,29,Male,Graduate,Employed,4,43,27640,False,
HIST_00731,PLFS_2026,Trichy,E103,2025-12-01,39,Female,Higher Secondary,Employed,4,44,22944,False,
HIST_00732,PLFS_2026,Coimbatore,E104,2024-03-01,56,Female,Higher Secondary,Employed,5,51,19995,False,
HIST_00733,PLFS_2026,Madurai,E106,2025-01-01,27,Female,Graduate,Self-Employed,5,52,36246,False,
HIST_00734,PLFS_2026,Chennai,E106,2024-04-01,30,Female,Higher Secondary,Employed,3,31,20273,False,
HIST_00735,PLFS_2026,Trichy,E103,2025-01-01,49,Female,Higher Secondary,Employed,3,50,21161,False,
HIST_00736,PLFS_2026,Chennai,E105,2025-01-01,41,Male,Post Graduate,Employed,2,45,15267,False,
HIST_00737,PLFS_2026,Salem,E108,2025-04-01,35,Male,Post Graduate,Self-Employed,1,54,43908,False,
HIST_00738,PLFS_2026,Coimbatore,E103,2024-08-01,43,Male,Post Graduate,Unemployed,5,0,0,False,
HIST_00739,PLFS_2026,Madurai,E103,2024-06-01,49,Male,Higher Secondary,Unemployed,3,0,0,False,
HIST_00740,PLFS_2026,Chennai,E104,2025-02-01,28,Female,Below Primary,Employed,3,40,9464,False,
HIST_00741,PLFS_2026,Coimbatore,E108,2024-07-01,52,Male,Graduate,Employed,3,47,24806,False,
HIST_00742,PLFS_2026,Chennai,E103,2025-07-01,18,Male,Secondary,Unemployed,4,0,0,False,
HIST_00743,PLFS_2026,Chennai,E103,2024-02-01,21,Male,Higher Secondary,Self-Employed,6,52,22465,False,
HIST_00744,PLFS_2026,Trichy,E107,2025-08-01,53,Male,Higher Secondary,Self-Employed,2,49,22879,False,
HIST_00745,PLFS_2026,Madurai,E108,2025-08-01,41,Female,Graduate,Employed,5,50,29616,False,
HIST_00746,PLFS_2026,Coimbatore,E103,2025-07-01,18,Male,Post Graduate,Unemployed,2,0,0,False,
HIST_00747,PLFS_2026,Salem,E103,2025-12-01,24,Female,Graduate,Employed,7,57,31371,False,
HIST_00748,PLFS_2026,Chennai,E104,2025-01-01,38,Female,Secondary,Employed,3,37,18278,False,
HIST_00749,PLFS_2026,Madurai,E107,2024-05-01,41,Male,Secondary,Employed,2,47,17441,False,
HIST_00750,PLFS_2026,Trichy,E101,2025-06-01,18,Male,Below Primary,Employed,2,41,16530,False,
HIST_00751,PLFS_2026,Madurai,E101,2025-10-01,44,Female,Post Graduate,Employed,2,48,26240,False,
HIST_00752,PLFS_2026,Chennai,E107,2024-08-01,50,Female,Graduate,Employed,3,44,35424,False,
HIST_00753,PLFS_2026,Trichy,E102,2025-02-01,22,Male,Higher Secondary,Employed,2,40,26568,False,
HIST_00754,PLFS_2026,Madurai,E102,2024-10-01,19,Female,Higher Secondary,Employed,1,41,24427,False,
HIST_00755,PLFS_2026,Chennai,E102,2025-05-01,52,Male,Graduate,Unemployed,3,0,0,False,
HIST_00756,PLFS_2026,Salem,E107,2024-12-01,18,Male,Secondary,Employed,3,46,19617,False,
HIST_00757,PLFS_2026,Trichy,E105,2024-09-01,31,Female,Post Graduate,Employed,4,25,32997,False,
HIST_00758,PLFS_2026,Salem,E107,2024-07-01,43,Female,Post Graduate,Self-Employed,2,45,41396,False,
HIST_00759,PLFS_2026,Coimbatore,E103,2024-12-01,33,Female,Higher Secondary,Self-Employed,4,37,21090,False,
HIST_00760,PLFS_2026,Trichy,E106,2025-11-01,45,Female,Secondary,Self-Employed,4,40,18807,False,
HIST_00761,PLFS_2026,Chennai,E104,2025-03-01,46,Male,Below Primary,Employed,1,54,11192,False,
HIST_00762,PLFS_2026,Coimbatore,E106,2025-06-01,43,Male,Secondary,Employed,5,34,15446,False,
HIST_00763,PLFS_2026,Chennai,E102,2024-05-01,34,Female,Post Graduate,Employed,2,58,31488,False,
HIST_00764,PLFS_2026,Chennai,E105,2024-08-01,31,Female,Below Primary,Unemployed,4,0,0,False,
HIST_00765,PLFS_2026,Coimbatore,E107,2025-08-01,41,Female,Post Graduate,Employed,3,44,33977,False,
HIST_00766,PLFS_2026,Madurai,E108,2025-03-01,19,Male,Secondary,Self-Employed,4,59,18066,False,
HIST_00767,PLFS_2026,Trichy,E105,2024-07-01,40,Male,Post Graduate,Employed,4,34,50939,False,
HIST_00768,PLFS_2026,Madurai,E103,2025-10-01,40,Male,Higher Secondary,Employed,6,39,29999,False,
HIST_00769,PLFS_2026,Chennai,E103,2024-03-01,47,Female,Graduate,Employed,4,46,26608,False,
HIST_00770,PLFS_2026,Coimbatore,E107,2025-07-01,52,Male,Post Graduate,Employed,4,29,29509,False,
HIST_00771,PLFS_2026,Chennai,E102,2025-06-01,35,Female,Post Graduate,Self-Employed,4,44,47264,False,
HIST_00772,PLFS_2026,Salem,E106,2024-09-01,18,Male,Post Graduate,Self-Employed,4,30,43773,False,
HIST_00773,PLFS_2026,Coimbatore,E107,2025-07-01,36,Male,Higher Secondary,Employed,4,38,27629,False,
HIST_00774,PLFS_2026,Trichy,E102,2025-06-01,50,Male,Post Graduate,Employed,4,43,42406,False,
HIST_00775,PLFS_2026,Chennai,E105,2025-06-01,29,Female,Graduate,Self-Employed,5,58,33995,False,
HIST_00776,PLFS_2026,Trichy,E108,2024-08-01,29,Female,Graduate,Unemployed,4,0,0,False,
HIST_00777,PLFS_2026,Trichy,E101,2025-04-01,43,Male,Higher Secondary,Employed,1,35,20754,False,
HIST_00778,PLFS_2026,Madurai,E104,2024-11-01,34,Female,Higher Secondary,Employed,2,48,23106,False,
HIST_00779,PLFS_2026,Chennai,E105,2024-08-01,35,Female,Below Primary,Employed,3,53,15972,False,
HIST_00780,PLFS_2026,Salem,E102,2025-06-01,32,Male,Graduate,Employed,3,48,25995,False,
HIST_00781,PLFS_2026,Madurai,E105,2024-06-01,36,Male,Graduate,Unemployed,4,0,0,False,
HIST_00782,PLFS_2026,Madurai,E104,2024-09-01,38,Male,Secondary,Employed,3,44,17864,False,
HIST_00783,PLFS_2026,Madurai,E106,2024-05-01,18,Male,Below Primary,Self-Employed,5,45,13063,False,
HIST_00784,PLFS_2026,Coimbatore,E101,2025-06-01,49,Male,Graduate,Employed,2,48,26501,False,
HIST_00785,PLFS_2026,Salem,E108,2025-07-01,48,Female,Graduate,Employed,1,44,24624,False,
HIST_00786,PLFS_2026,Trichy,E105,2025-01-01,43,Male,Post Graduate,Employed,4,39,32587,False,
HIST_00787,PLFS_2026,Trichy,E107,2025-04-01,36,Male,Post Graduate,Employed,2,51,35194,False,
HIST_00788,PLFS_2026,Madurai,E108,2024-04-01,18,Female,Higher Secondary,Unemployed,3,0,0,False,
HIST_00789,PLFS_2026,Chennai,E104,2025-01-01,23,Male,Higher Secondary,Employed,4,55,23378,False,
HIST_00790,PLFS_2026,Salem,E103,2025-06-01,30,Female,Secondary,Employed,4,41,15499,False,
HIST_00791,PLFS_2026,Trichy,E106,2024-12-01,24,Male,Graduate,Employed,1,41,28885,False,
HIST_00792,PLFS_2026,Coimbatore,E106,2024-12-01,36,Female,Higher Secondary,Employed,3,37,24676,False,
HIST_00793,PLFS_2026,Trichy,E103,2025-07-01,22,Male,Below Primary,Unemployed,5,0,0,False,
HIST_00794,PLFS_2026,Madurai,E107,2025-01-01,20,Male,Secondary,Self-Employed,3,52,19856,False,
HIST_00795,PLFS_2026,Madurai,E108,2024-01-01,49,Male,Graduate,Employed,4,36,26147,False,
HIST_00796,PLFS_2026,Trichy,E106,2025-04-01,28,Female,Higher Secondary,Employed,5,35,25932,False,
HIST_00797,PLFS_2026,Trichy,E101,2025-01-01,48,Male,Secondary,Employed,6,41,20564,False,
HIST_00798,PLFS_2026,Salem,E108,2025-09-01,65,Male,Graduate,Unemployed,3,0,0,False,
HIST_00799,PLFS_2026,Salem,E106,2024-12-01,46,Female,Higher Secondary,Employed,1,42,23924,False,
HIST_00800,PLFS_2026,Chennai,E106,2025-10-01,40,Male,Post Graduate,Employed,4,46,47719,False,
HIST_00801,PLFS_2026,Trichy,E103,2024-10-01,26,Female,Higher Secondary,Unemployed,3,0,0,False,
HIST_00802,PLFS_2026,Coimbatore,E108,2024-03-01,48,Female,Post Graduate,Employed,4,54,29046,False,
HIST_00803,PLFS_2026,Madurai,E103,2025-09-01,58,Female,Graduate,Unemployed,5,0,0,False,
HIST_00804,PLFS_2026,Trichy,E107,2024-03-01,18,Male,Secondary,Employed,3,39,20597,False,
HIST_00805,PLFS_2026,Salem,E106,2025-09-01,25,Female,Higher Secondary,Unemployed,4,0,0,False,
HIST_00806,PLFS_2026,Coimbatore,E105,2025-03-01,41,Female,Post Graduate,Employed,2,38,47497,False,
HIST_00807,PLFS_2026,Coimbatore,E107,2024-06-01,47,Male,Below Primary,Employed,3,41,7138,False,
HIST_00808,PLFS_2026,Madurai,E105,2025-12-01,25,Male,Secondary,Employed,6,34,18682,False,
HIST_00809,PLFS_2026,Chennai,E102,2024-03-01,50,Female,Post Graduate,Employed,2,46,45128,False,
HIST_00810,PLFS_2026,Coimbatore,E102,2024-04-01,38,Female,Post Graduate,Employed,7,31,46046,False,
HIST_00811,PLFS_2026,Coimbatore,E105,2024-08-01,35,Male,Higher Secondary,Employed,5,48,18774,False,
HIST_00812,PLFS_2026,Madurai,E103,2025-05-01,40,Male,Below Primary,Employed,1,49,12715,False,
HIST_00813,PLFS_2026,Salem,E106,2025-04-01,45,Female,Post Graduate,Self-Employed,5,47,39125,False,
HIST_00814,PLFS_2026,Trichy,E108,2024-05-01,27,Male,Post Graduate,Employed,3,54,48916,False,
HIST_00815,PLFS_2026,Trichy,E107,2025-05-01,35,Female,Higher Secondary,Employed,4,37,27160,False,
HIST_00816,PLFS_2026,Madurai,E102,2025-03-01,45,Female,Higher Secondary,Employed,6,37,20336,False,
HIST_00817,PLFS_2026,Madurai,E105,2024-01-01,40,Male,Post Graduate,Self-Employed,4,43,31365,False,
HIST_00818,PLFS_2026,Madurai,E106,2024-10-01,48,Female,Post Graduate,Employed,4,37,48301,False,
HIST_00819,PLFS_2026,Coimbatore,E108,2024-10-01,52,Male,Graduate,Self-Employed,4,45,31102,False,
HIST_00820,PLFS_2026,Trichy,E104,2024-01-01,27,Female,Secondary,Employed,4,27,21155,False,
HIST_00821,PLFS_2026,Trichy,E107,2025-01-01,19,Male,Secondary,Unemployed,5,0,0,False,
HIST_00822,PLFS_2026,Coimbatore,E107,2024-08-01,30,Female,Below Primary,Employed,3,56,6029,False,
HIST_00823,PLFS_2026,Madurai,E105,2024-10-01,53,Female,Graduate,Employed,4,35,21978,False,
HIST_00824,PLFS_2026,Chennai,E103,2024-05-01,58,Female,Below Primary,Unemployed,2,0,0,False,
HIST_00825,PLFS_2026,Trichy,E108,2024-09-01,42,Female,Secondary,Employed,2,46,14307,False,
HIST_00826,PLFS_2026,Madurai,E101,2025-06-01,51,Male,Secondary,Self-Employed,5,49,19301,False,
HIST_00827,PLFS_2026,Salem,E105,2024-05-01,59,Female,Below Primary,Employed,3,35,13078,False,
HIST_00828,PLFS_2026,Madurai,E101,2025-04-01,63,Male,Higher Secondary,Employed,2,42,23832,False,
HIST_00829,PLFS_2026,Coimbatore,E106,2025-03-01,37,Male,Higher Secondary,Employed,2,53,32208,False,
HIST_00830,PLFS_2026,Madurai,E101,2024-09-01,40,Female,Below Primary,Employed,2,32,12619,False,
HIST_00831,PLFS_2026,Madurai,E104,2024-09-01,51,Female,Below Primary,Employed,4,44,10585,False,
HIST_00832,PLFS_2026,Madurai,E107,2025-03-01,24,Male,Below Primary,Employed,5,52,8290,False,
HIST_00833,PLFS_2026,Chennai,E104,2025-04-01,57,Female,Higher Secondary,Self-Employed,4,56,16094,False,
HIST_00834,PLFS_2026,Madurai,E101,2025-12-01,21,Male,Higher Secondary,Employed,3,49,29903,False,
HIST_00835,PLFS_2026,Salem,E104,2024-12-01,46,Male,Secondary,Self-Employed,3,36,22428,False,
HIST_00836,PLFS_2026,Madurai,E107,2024-11-01,26,Male,Secondary,Self-Employed,6,42,23726,False,
HIST_00837,PLFS_2026,Trichy,E102,2025-01-01,46,Male,Below Primary,Self-Employed,3,40,11181,False,
HIST_00838,PLFS_2026,Trichy,E108,2025-11-01,43,Male,Higher Secondary,Self-Employed,4,40,21271,False,
HIST_00839,PLFS_2026,Madurai,E103,2025-04-01,38,Male,Post Graduate,Employed,1,48,30554,False,
HIST_00840,PLFS_2026,Chennai,E101,2024-12-01,24,Male,Post Graduate,Self-Employed,1,30,27698,False,
HIST_00841,PLFS_2026,Madurai,E108,2024-08-01,29,Female,Post Graduate,Self-Employed,6,40,39350,False,
HIST_00842,PLFS_2026,Salem,E108,2025-12-01,42,Male,Below Primary,Unemployed,4,0,0,False,
HIST_00843,PLFS_2026,Salem,E103,2024-09-01,55,Male,Graduate,Unemployed,6,0,0,False,
HIST_00844,PLFS_2026,Trichy,E105,2025-06-01,34,Female,Secondary,Employed,2,49,15378,False,
HIST_00845,PLFS_2026,Trichy,E106,2024-11-01,63,Female,Higher Secondary,Self-Employed,5,46,26518,False,
HIST_00846,PLFS_2026,Trichy,E103,2024-03-01,51,Male,Graduate,Employed,3,38,28437,False,
HIST_00847,PLFS_2026,Salem,E106,2025-03-01,48,Male,Post Graduate,Employed,4,32,31898,False,
HIST_00848,PLFS_2026,Madurai,E101,2025-08-01,37,Female,Post Graduate,Employed,3,60,27466,False,
HIST_00849,PLFS_2026,Chennai,E107,2024-07-01,44,Female,Post Graduate,Employed,5,63,34926,False,
HIST_00850,PLFS_2026,Salem,E106,2025-02-01,43,Female,Below Primary,Employed,4,46,11762,False,
HIST_00851,PLFS_2026,Chennai,E101,2024-05-01,43,Male,Below Primary,Employed,1,50,12302,False,
HIST_00852,PLFS_2026,Coimbatore,E104,2024-04-01,35,Male,Post Graduate,Unemployed,6,0,0,False,
HIST_00853,PLFS_2026,Coimbatore,E108,2025-05-01,61,Female,Below Primary,Employed,2,40,11647,False,
HIST_00854,PLFS_2026,Trichy,E102,2024-01-01,48,Male,Graduate,Self-Employed,4,34,25019,False,
HIST_00855,PLFS_2026,Chennai,E108,2025-09-01,30,Male,Higher Secondary,Employed,3,48,23840,False,
HIST_00856,PLFS_2026,Coimbatore,E106,2025-11-01,18,Male,Post Graduate,Employed,5,47,48522,False,
HIST_00857,PLFS_2026,Chennai,E102,2024-10-01,43,Male,Secondary,Self-Employed,5,48,22846,False,
HIST_00858,PLFS_2026,Chennai,E102,2025-12-01,44,Male,Post Graduate,Employed,3,63,44756,False,
HIST_00859,PLFS_2026,Madurai,E104,2025-07-01,44,Male,Post Graduate,Unemployed,2,0,0,False,
HIST_00860,PLFS_2026,Coimbatore,E102,2025-09-01,39,Female,Graduate,Unemployed,3,0,0,False,
HIST_00861,PLFS_2026,Coimbatore,E102,2024-06-01,46,Male,Post Graduate,Employed,2,44,31882,False,
HIST_00862,PLFS_2026,Salem,E103,2025-06-01,33,Female,Higher Secondary,Self-Employed,3,41,16477,False,
HIST_00863,PLFS_2026,Trichy,E106,2024-12-01,36,Female,Graduate,Self-Employed,3,21,39496,False,
HIST_00864,PLFS_2026,Salem,E104,2025-07-01,51,Male,Graduate,Self-Employed,3,45,21438,False,
HIST_00865,PLFS_2026,Salem,E106,2025-03-01,58,Female,Graduate,Employed,6,46,33731,False,
HIST_00866,PLFS_2026,Chennai,E105,2025-08-01,40,Male,Post Graduate,Employed,2,41,39002,False,
HIST_00867,PLFS_2026,Salem,E101,2024-10-01,32,Male,Secondary,Self-Employed,3,44,17708,False,
HIST_00868,PLFS_2026,Chennai,E105,2025-06-01,38,Male,Below Primary,Employed,2,39,8916,False,
HIST_00869,PLFS_2026,Salem,E103,2024-05-01,49,Female,Higher Secondary,Self-Employed,1,54,28099,False,
HIST_00870,PLFS_2026,Madurai,E104,2024-09-01,34,Female,Below Primary,Employed,1,42,11845,False,
HIST_00871,PLFS_2026,Trichy,E104,2025-12-01,25,Male,Higher Secondary,Self-Employed,3,57,24925,False,
HIST_00872,PLFS_2026,Madurai,E108,2025-11-01,26,Male,Post Graduate,Unemployed,1,0,0,False,
HIST_00873,PLFS_2026,Chennai,E107,2024-03-01,43,Male,Higher Secondary,Employed,3,49,30514,False,
HIST_00874,PLFS_2026,Coimbatore,E107,2024-04-01,47,Male,Post Graduate,Self-Employed,3,43,35289,False,
HIST_00875,PLFS_2026,Coimbatore,E101,2024-10-01,52,Male,Higher Secondary,Employed,3,45,22225,False,
HIST_00876,PLFS_2026,Madurai,E106,2025-05-01,31,Male,Secondary,Employed,2,47,17780,False,
HIST_00877,PLFS_2026,Coimbatore,E108,2025-08-01,44,Male,Secondary,Employed,3,54,14843,False,
HIST_00878,PLFS_2026,Coimbatore,E103,2024-05-01,58,Female,Below Primary,Employed,1,48,13141,False,
HIST_00879,PLFS_2026,Chennai,E107,2024-09-01,28,Male,Graduate,Employed,4,55,15585,False,
HIST_00880,PLFS_2026,Madurai,E103,2025-04-01,44,Male,Graduate,Employed,1,37,37123,False,
HIST_00881,PLFS_2026,Trichy,E104,2025-06-01,31,Male,Secondary,Employed,2,43,25444,False,
HIST_00882,PLFS_2026,Coimbatore,E106,2025-10-01,18,Male,Below Primary,Unemployed,2,0,0,False,
HIST_00883,PLFS_2026,Coimbatore,E106,2024-12-01,36,Male,Higher Secondary,Employed,2,61,29015,False,
HIST_00884,PLFS_2026,Chennai,E105,2024-06-01,46,Female,Post Graduate,Self-Employed,2,44,36781,False,
HIST_00885,PLFS_2026,Coimbatore,E103,2025-03-01,41,Male,Secondary,Employed,5,52,14121,False,
HIST_00886,PLFS_2026,Salem,E103,2025-12-01,54,Male,Below Primary,Unemployed,4,0,0,False,
HIST_00887,PLFS_2026,Madurai,E103,2024-10-01,24,Male,Higher Secondary,Unemployed,3,0,0,False,
HIST_00888,PLFS_2026,Chennai,E105,2025-03-01,42,Female,Below Primary,Employed,7,30,11922,False,
HIST_00889,PLFS_2026,Trichy,E104,2024-07-01,45,Female,Post Graduate,Employed,4,44,28125,False,
HIST_00890,PLFS_2026,Madurai,E101,2025-01-01,40,Male,Higher Secondary,Employed,3,27,27256,False,
HIST_00891,PLFS_2026,Salem,E104,2025-11-01,49,Female,Below Primary,Employed,4,46,14578,False,
HIST_00892,PLFS_2026,Chennai,E102,2025-01-01,40,Female,Higher Secondary,Self-Employed,5,42,27772,False,
HIST_00893,PLFS_2026,Chennai,E105,2025-09-01,41,Female,Secondary,Self-Employed,4,34,19033,False,
HIST_00894,PLFS_2026,Trichy,E102,2024-11-01,28,Female,Post Graduate,Employed,3,38,29896,False,
HIST_00895,PLFS_2026,Madurai,E104,2025-05-01,63,Female,Post Graduate,Self-Employed,5,60,28705,False,
HIST_00896,PLFS_2026,Chennai,E101,2024-08-01,38,Female,Higher Secondary,Employed,2,39,17960,False,
HIST_00897,PLFS_2026,Madurai,E101,2024-12-01,52,Female,Higher Secondary,Unemployed,3,0,0,False,
HIST_00898,PLFS_2026,Madurai,E105,2024-02-01,65,Female,Graduate,Self-Employed,2,55,34420,False,
HIST_00899,PLFS_2026,Chennai,E105,2024-08-01,26,Male,Higher Secondary,Self-Employed,5,47,20999,False,
HIST_00900,PLFS_2026,Madurai,E102,2025-12-01,28,Female,Post Graduate,Self-Employed,3,61,38005,False,
HIST_00901,PLFS_2026,Trichy,E104,2025-02-01,47,Male,Post Graduate,Employed,2,38,46223,False,
HIST_00902,PLFS_2026,Salem,E106,2025-03-01,21,Male,Secondary,Unemployed,3,0,0,False,
HIST_00903,PLFS_2026,Trichy,E104,2024-05-01,35,Female,Post Graduate,Self-Employed,4,50,43583,False,
HIST_00904,PLFS_2026,Coimbatore,E103,2025-09-01,26,Male,Higher Secondary,Employed,3,54,25936,False,
HIST_00905,PLFS_2026,Trichy,E102,2024-06-01,21,Female,Secondary,Unemployed,4,0,0,False,
HIST_00906,PLFS_2026,Salem,E107,2025-02-01,60,Female,Graduate,Unemployed,2,0,0,False,
HIST_00907,PLFS_2026,Salem,E103,2024-07-01,19,Male,Secondary,Employed,3,49,15716,False,
HIST_00908,PLFS_2026,Trichy,E105,2025-08-01,35,Male,Post Graduate,Employed,4,48,40027,False,
HIST_00909,PLFS_2026,Chennai,E106,2024-03-01,33,Female,Secondary,Employed,4,44,19648,False,
HIST_00910,PLFS_2026,Trichy,E108,2025-11-01,32,Female,Secondary,Self-Employed,3,37,17873,False,
HIST_00911,PLFS_2026,Coimbatore,E108,2024-05-01,28,Male,Secondary,Employed,2,47,18765,False,
HIST_00912,PLFS_2026,Coimbatore,E101,2024-09-01,47,Female,Secondary,Unemployed,3,0,0,False,
HIST_00913,PLFS_2026,Madurai,E104,2024-03-01,43,Male,Graduate,Self-Employed,2,46,30039,False,
HIST_00914,PLFS_2026,Coimbatore,E106,2025-03-01,38,Male,Graduate,Employed,1,46,40390,False,
HIST_00915,PLFS_2026,Chennai,E107,2025-12-01,33,Female,Graduate,Unemployed,3,0,0,False,
HIST_00916,PLFS_2026,Trichy,E101,2025-05-01,52,Male,Graduate,Employed,2,50,31306,False,
HIST_00917,PLFS_2026,Chennai,E104,2025-05-01,36,Female,Below Primary,Employed,4,53,14093,False,
HIST_00918,PLFS_2026,Trichy,E101,2024-07-01,24,Female,Graduate,Employed,5,44,28408,False,
HIST_00919,PLFS_2026,Salem,E105,2025-03-01,38,Male,Graduate,Employed,3,54,27531,False,
HIST_00920,PLFS_2026,Chennai,E103,2025-03-01,24,Female,Below Primary,Unemployed,3,0,0,False,
HIST_00921,PLFS_2026,Chennai,E103,2025-07-01,45,Male,Graduate,Employed,2,64,29482,False,
HIST_00922,PLFS_2026,Coimbatore,E101,2024-06-01,53,Female,Post Graduate,Self-Employed,3,49,44379,False,
HIST_00923,PLFS_2026,Madurai,E108,2024-03-01,52,Female,Higher Secondary,Unemployed,5,0,0,False,
HIST_00924,PLFS_2026,Madurai,E102,2024-03-01,31,Male,Graduate,Unemployed,4,0,0,False,
HIST_00925,PLFS_2026,Chennai,E107,2025-12-01,50,Male,Graduate,Employed,5,37,23313,False,
HIST_00926,PLFS_2026,Chennai,E103,2024-11-01,36,Male,Secondary,Self-Employed,4,40,22867,False,
HIST_00927,PLFS_2026,Madurai,E101,2025-02-01,43,Female,Higher Secondary,Unemployed,4,0,0,False,
HIST_00928,PLFS_2026,Coimbatore,E105,2025-09-01,41,Male,Below Primary,Self-Employed,1,53,11620,False,
HIST_00929,PLFS_2026,Madurai,E101,2025-08-01,65,Female,Below Primary,Employed,7,43,11744,False,
HIST_00930,PLFS_2026,Coimbatore,E101,2025-08-01,49,Female,Secondary,Employed,6,31,11569,False,
HIST_00931,PLFS_2026,Coimbatore,E108,2025-02-01,30,Female,Below Primary,Unemployed,4,0,0,False,
HIST_00932,PLFS_2026,Chennai,E104,2025-06-01,23,Female,Post Graduate,Unemployed,1,0,0,False,
HIST_00933,PLFS_2026,Madurai,E101,2024-06-01,18,Male,Below Primary,Unemployed,4,0,0,False,
HIST_00934,PLFS_2026,Chennai,E103,2024-02-01,32,Female,Higher Secondary,Self-Employed,3,42,16068,False,
HIST_00935,PLFS_2026,Chennai,E102,2025-02-01,29,Male,Secondary,Unemployed,4,0,0,False,
HIST_00936,PLFS_2026,Trichy,E103,2025-03-01,26,Female,Below Primary,Employed,3,27,12428,False,
HIST_00937,PLFS_2026,Salem,E106,2024-12-01,55,Female,Below Primary,Self-Employed,2,40,12789,False,
HIST_00938,PLFS_2026,Trichy,E102,2024-10-01,53,Female,Secondary,Employed,3,39,10911,False,
HIST_00939,PLFS_2026,Salem,E106,2025-05-01,39,Female,Post Graduate,Employed,6,47,37830,False,
HIST_00940,PLFS_2026,Madurai,E101,2024-04-01,41,Male,Graduate,Unemployed,3,0,0,False,
HIST_00941,PLFS_2026,Trichy,E105,2025-02-01,40,Female,Higher Secondary,Employed,4,37,27735,False,
HIST_00942,PLFS_2026,Trichy,E106,2024-05-01,45,Female,Post Graduate,Unemployed,3,0,0,False,
HIST_00943,PLFS_2026,Coimbatore,E108,2024-06-01,28,Male,Higher Secondary,Self-Employed,3,30,24074,False,
